number,value,datetime_start,datetime_complete,duration,params_constant_value,params_kernel_type,params_length_scale,params_noise_level,params_nu,system_attrs_auto:sampler,state
100,0.16334780865780382,2025-04-24 21:03:24.362528,2025-04-24 21:03:32.714643,0 days 00:00:08.352115,2972.0315233823326,RBF,72601.44650367806,0.7110111994690698,0.5,TPESampler,COMPLETE
101,0.9015779749019732,2025-04-24 21:03:26.773488,2025-04-24 21:03:29.723229,0 days 00:00:02.949741,81.26019145842781,RBF,0.7304228763740948,0.002343708713947123,1.5,TPESampler,COMPLETE
102,0.16334780191491488,2025-04-24 21:03:29.491948,2025-04-24 21:03:34.374680,0 days 00:00:04.882732,48621.31868129823,RBF,14.30982299975498,0.014106825301827356,1.5,TPESampler,COMPLETE
103,0.9015771955337833,2025-04-24 21:03:29.921162,2025-04-24 21:03:33.738727,0 days 00:00:03.817565,29908.053182061376,RBF,0.012179060280374505,4.776009784682457e-10,0.5,TPESampler,COMPLETE
104,0.16334775272307597,2025-04-24 21:03:32.958794,2025-04-24 21:03:37.969999,0 days 00:00:05.011205,11339.989746871577,RBF,1.9293887833354115,0.34023610549740624,1.5,TPESampler,COMPLETE
105,0.8703401340212745,2025-04-24 21:03:33.991124,2025-04-24 21:03:40.929799,0 days 00:00:06.938675,58986.89313239561,RBF,0.005573518813936491,0.0005892126726907986,1.5,TPESampler,COMPLETE
106,0.16334780398032142,2025-04-24 21:03:34.588949,2025-04-24 21:03:39.729545,0 days 00:00:05.140596,15388.99160248936,RBF,1.6844510598075055,0.08767686529999731,1.5,TPESampler,COMPLETE
107,0.1633478077585363,2025-04-24 21:03:38.257958,2025-04-24 21:03:45.021086,0 days 00:00:06.763128,64383.097660995685,RBF,2.595113785323678,0.4666532929444739,1.5,TPESampler,COMPLETE
108,0.8703401340491204,2025-04-24 21:03:39.981122,2025-04-24 21:03:46.262611,0 days 00:00:06.281489,3573.026602895342,RBF,0.1032661804648851,0.24424501333757362,1.5,TPESampler,COMPLETE
109,0.16355851057344523,2025-04-24 21:03:41.282385,2025-04-24 21:03:52.982312,0 days 00:00:11.699927,1.39461897439367e-07,Matern,0.2763862268652852,4.113996297109856e-09,1.5,TPESampler,COMPLETE
110,0.1633478070908454,2025-04-24 21:03:45.380669,2025-04-24 21:03:51.467461,0 days 00:00:06.086792,36254.45662901671,RBF,574.3485726312437,0.18364450632714496,1.5,TPESampler,COMPLETE
111,0.8703401340213169,2025-04-24 21:03:46.585036,2025-04-24 21:03:56.343082,0 days 00:00:09.758046,0.1642689493702519,Matern,0.0006157188532690396,2.4788097951227287e-06,1.5,TPESampler,COMPLETE
112,0.21977494635675876,2025-04-24 21:03:51.725758,2025-04-24 21:03:57.608487,0 days 00:00:05.882729,25529.038207047764,Matern,1802.0816563288174,0.6102178175980406,0.5,TPESampler,COMPLETE
113,0.16334776149529023,2025-04-24 21:03:53.229374,2025-04-24 21:03:58.884820,0 days 00:00:05.655446,15808.617875212032,RBF,316.2502974736611,0.2262223608219231,0.5,TPESampler,COMPLETE
114,0.16355851501278462,2025-04-24 21:03:56.609865,2025-04-24 21:04:04.685381,0 days 00:00:08.075516,29176.229982529116,Matern,0.38525427984018534,0.6076492080361645,1.5,TPESampler,COMPLETE
115,0.9015771955344656,2025-04-24 21:03:57.853614,2025-04-24 21:04:01.797666,0 days 00:00:03.944052,182.21478455294445,RBF,1.800498253613556e-05,2.8015816169954934e-10,1.5,TPESampler,COMPLETE
116,0.16334780896593046,2025-04-24 21:03:59.164477,2025-04-24 21:04:04.994770,0 days 00:00:05.830293,77888.03948119808,RBF,5.126965502833519,0.060206599894073405,1.5,TPESampler,COMPLETE
117,0.1633478104665336,2025-04-24 21:04:02.050543,2025-04-24 21:04:09.765578,0 days 00:00:07.715035,136.31315514387066,RBF,15546.718520880451,0.39743217108722484,0.5,TPESampler,COMPLETE
118,0.16334780427458287,2025-04-24 21:04:04.899203,2025-04-24 21:04:11.006111,0 days 00:00:06.106908,76185.01846389675,RBF,313.8892953617041,0.18898648005450708,0.5,TPESampler,COMPLETE
119,0.16334780796170487,2025-04-24 21:04:05.204950,2025-04-24 21:04:12.585521,0 days 00:00:07.380571,14132.560274531357,RBF,13477.365873316765,0.7622549379908368,0.5,TPESampler,COMPLETE
120,0.8703401340201323,2025-04-24 21:04:10.012162,2025-04-24 21:04:24.208755,0 days 00:00:14.196593,4.174064074299481e-06,Matern,0.03449496282750527,0.005530308918050308,1.5,TPESampler,COMPLETE
121,0.9015779748625635,2025-04-24 21:04:11.375776,2025-04-24 21:04:20.462455,0 days 00:00:09.086679,10.051159206438447,RBF,43992.95765489795,0.8028600895347322,2.5,TPESampler,COMPLETE
