number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_auto:sampler,state
2036,0.37125867418526587,2025-04-25 00:36:42.049802,2025-04-25 00:36:52.132875,0 days 00:00:10.083073,True,absolute_error,50,,1,2,106,TPESampler,COMPLETE
2037,0.36919707947490027,2025-04-25 00:36:46.087710,2025-04-25 00:37:02.723929,0 days 00:00:16.636219,True,absolute_error,50,,1,3,154,TPESampler,COMPLETE
2038,0.41477642424971595,2025-04-25 00:36:52.316203,2025-04-25 00:37:12.016132,0 days 00:00:19.699929,True,absolute_error,50,,2,3,286,TPESampler,COMPLETE
2039,0.3692015170252718,2025-04-25 00:37:02.907089,2025-04-25 00:37:43.587320,0 days 00:00:40.680231,True,absolute_error,42,,1,2,417,TPESampler,COMPLETE
2040,0.37079301935746106,2025-04-25 00:37:12.228484,2025-04-25 00:37:21.833227,0 days 00:00:09.604743,True,absolute_error,50,,1,2,100,TPESampler,COMPLETE
2041,0.4791895097639558,2025-04-25 00:37:22.024026,2025-04-25 00:37:33.809750,0 days 00:00:11.785724,False,absolute_error,38,,2,3,118,TPESampler,COMPLETE
2042,0.6661334641718416,2025-04-25 00:37:22.342597,2025-04-25 00:37:24.672914,0 days 00:00:02.330317,False,squared_error,15,,12,2,391,TPESampler,COMPLETE
2043,0.3811582134524727,2025-04-25 00:37:24.856180,2025-04-25 00:37:26.287047,0 days 00:00:01.430867,True,squared_error,49,,1,4,148,TPESampler,COMPLETE
2044,0.42069606508063623,2025-04-25 00:37:26.687666,2025-04-25 00:37:32.626461,0 days 00:00:05.938795,True,absolute_error,50,,2,2,104,TPESampler,COMPLETE
2045,0.3716240512590562,2025-04-25 00:37:32.822105,2025-04-25 00:38:02.128678,0 days 00:00:29.306573,True,absolute_error,50,,1,3,321,TPESampler,COMPLETE
2046,0.3685355345759143,2025-04-25 00:37:33.996759,2025-04-25 00:38:01.523072,0 days 00:00:27.526313,True,absolute_error,42,,1,2,302,TPESampler,COMPLETE
2047,0.36823715123140627,2025-04-25 00:37:43.774836,2025-04-25 00:38:11.408704,0 days 00:00:27.633868,True,absolute_error,50,,1,2,301,TPESampler,COMPLETE
2048,0.36803811171045814,2025-04-25 00:38:01.713177,2025-04-25 00:38:29.435628,0 days 00:00:27.722451,True,absolute_error,50,,1,2,235,TPESampler,COMPLETE
2049,0.36838585934384965,2025-04-25 00:38:02.397768,2025-04-25 00:38:31.884471,0 days 00:00:29.486703,True,absolute_error,50,,1,2,270,TPESampler,COMPLETE
2050,0.9175463360764549,2025-04-25 00:38:11.590609,2025-04-25 00:38:12.748597,0 days 00:00:01.157988,False,squared_error,30,log2,4,2,770,TPESampler,COMPLETE
2051,0.36941324118924657,2025-04-25 00:38:12.937527,2025-04-25 00:38:43.732593,0 days 00:00:30.795066,True,absolute_error,42,,1,2,265,TPESampler,COMPLETE
2052,0.6227927709489214,2025-04-25 00:38:29.623671,2025-04-25 00:38:36.197278,0 days 00:00:06.573607,False,absolute_error,15,sqrt,2,5,393,TPESampler,COMPLETE
2053,0.9407598689542293,2025-04-25 00:38:32.072398,2025-04-25 00:38:32.980541,0 days 00:00:00.908143,False,absolute_error,35,log2,11,13,185,TPESampler,COMPLETE
2054,0.36802957684872123,2025-04-25 00:38:33.163964,2025-04-25 00:38:53.922905,0 days 00:00:20.758941,True,absolute_error,50,,1,2,211,TPESampler,COMPLETE
2055,0.4217231575054517,2025-04-25 00:38:36.382178,2025-04-25 00:38:38.780155,0 days 00:00:02.397977,True,absolute_error,42,sqrt,1,2,101,TPESampler,COMPLETE
2056,0.3742403328107831,2025-04-25 00:38:38.963341,2025-04-25 00:39:11.670757,0 days 00:00:32.707416,True,absolute_error,50,,1,4,340,TPESampler,COMPLETE
2057,0.48609545123237413,2025-04-25 00:38:43.923875,2025-04-25 00:38:52.035892,0 days 00:00:08.112017,True,absolute_error,13,,3,11,225,TPESampler,COMPLETE
2058,0.414809112002108,2025-04-25 00:38:52.221418,2025-04-25 00:39:14.689039,0 days 00:00:22.467621,True,absolute_error,45,,2,2,378,TPESampler,COMPLETE
2059,0.3760284476175864,2025-04-25 00:38:54.110927,2025-04-25 00:39:03.696296,0 days 00:00:09.585369,True,absolute_error,44,,1,2,101,TPESampler,COMPLETE
2060,0.4163468737312938,2025-04-25 00:39:03.877531,2025-04-25 00:39:20.849587,0 days 00:00:16.972056,True,absolute_error,42,,2,2,278,TPESampler,COMPLETE
2061,0.41499355743225413,2025-04-25 00:39:11.860222,2025-04-25 00:39:25.875126,0 days 00:00:14.014904,True,absolute_error,43,,2,2,252,TPESampler,COMPLETE
2062,0.4140887237459388,2025-04-25 00:39:14.872632,2025-04-25 00:39:24.441753,0 days 00:00:09.569121,True,absolute_error,44,,2,4,169,TPESampler,COMPLETE
2063,0.37205283336509337,2025-04-25 00:39:21.028319,2025-04-25 00:39:43.912947,0 days 00:00:22.884628,True,absolute_error,43,,1,3,226,TPESampler,COMPLETE
2064,0.4408897142410222,2025-04-25 00:39:24.624740,2025-04-25 00:40:09.897089,0 days 00:00:45.272349,True,absolute_error,19,,1,18,503,TPESampler,COMPLETE
2065,0.3744939586199228,2025-04-25 00:39:26.067028,2025-04-25 00:39:36.893869,0 days 00:00:10.826841,True,absolute_error,40,,1,2,114,TPESampler,COMPLETE
2066,0.41831165770759143,2025-04-25 00:39:37.082470,2025-04-25 00:39:46.770139,0 days 00:00:09.687669,True,absolute_error,40,sqrt,1,3,388,TPESampler,COMPLETE
2067,0.7940921597827563,2025-04-25 00:39:44.099093,2025-04-25 00:39:45.686951,0 days 00:00:01.587858,True,squared_error,31,sqrt,5,5,800,TPESampler,COMPLETE
2068,0.3679933307734841,2025-04-25 00:39:45.871210,2025-04-25 00:40:15.412180,0 days 00:00:29.540970,True,absolute_error,50,,1,2,297,TPESampler,COMPLETE
2069,0.4810501709573489,2025-04-25 00:39:46.958670,2025-04-25 00:41:13.540935,0 days 00:01:26.582265,False,absolute_error,35,,2,14,899,TPESampler,COMPLETE
2070,0.5789330378516001,2025-04-25 00:40:10.095682,2025-04-25 00:40:12.344970,0 days 00:00:02.249288,True,squared_error,42,,9,2,584,TPESampler,COMPLETE
2071,0.37135773021303387,2025-04-25 00:40:12.527453,2025-04-25 00:40:34.566411,0 days 00:00:22.038958,True,absolute_error,43,,1,2,241,TPESampler,COMPLETE
2072,0.37404497148187793,2025-04-25 00:40:15.617397,2025-04-25 00:40:43.979184,0 days 00:00:28.361787,True,absolute_error,50,,1,4,316,TPESampler,COMPLETE
2073,0.4168424192058287,2025-04-25 00:40:34.756966,2025-04-25 00:40:36.552324,0 days 00:00:01.795358,True,squared_error,43,,2,2,264,TPESampler,COMPLETE
2074,0.37230771816998676,2025-04-25 00:40:36.736355,2025-04-25 00:40:46.526235,0 days 00:00:09.789880,True,absolute_error,50,,1,3,100,TPESampler,COMPLETE
2075,0.4150736889071182,2025-04-25 00:40:44.166132,2025-04-25 00:40:59.098331,0 days 00:00:14.932199,True,absolute_error,49,,2,2,233,TPESampler,COMPLETE
2076,0.49994607972784183,2025-04-25 00:40:46.726505,2025-04-25 00:41:06.105376,0 days 00:00:19.378871,True,absolute_error,45,,5,19,734,TPESampler,COMPLETE
2077,0.3678121541733018,2025-04-25 00:40:59.288760,2025-04-25 00:41:10.562671,0 days 00:00:11.273911,True,absolute_error,50,,1,2,118,TPESampler,COMPLETE
2078,0.36797799659864006,2025-04-25 00:41:06.292666,2025-04-25 00:41:26.387377,0 days 00:00:20.094711,True,absolute_error,50,,1,2,184,TPESampler,COMPLETE
2079,0.4207277885274291,2025-04-25 00:41:10.758295,2025-04-25 00:41:17.590080,0 days 00:00:06.831785,True,absolute_error,50,,2,2,102,TPESampler,COMPLETE
2080,0.36787406666516487,2025-04-25 00:41:13.735123,2025-04-25 00:41:44.233797,0 days 00:00:30.498674,True,absolute_error,50,,1,2,246,TPESampler,COMPLETE
2081,0.3812195390214358,2025-04-25 00:41:17.774075,2025-04-25 00:41:19.874178,0 days 00:00:02.100103,True,squared_error,50,,1,2,233,TPESampler,COMPLETE
2082,0.494781723341753,2025-04-25 00:41:20.052675,2025-04-25 00:41:30.256401,0 days 00:00:10.203726,True,absolute_error,35,,5,5,364,TPESampler,COMPLETE
2083,0.36898422224414956,2025-04-25 00:41:26.771956,2025-04-25 00:41:45.037114,0 days 00:00:18.265158,True,absolute_error,50,,1,2,136,TPESampler,COMPLETE
2084,0.36963308553511376,2025-04-25 00:41:30.449617,2025-04-25 00:42:04.599145,0 days 00:00:34.149528,True,absolute_error,50,,1,2,318,TPESampler,COMPLETE
2085,0.3679340531051386,2025-04-25 00:41:44.426283,2025-04-25 00:42:09.898604,0 days 00:00:25.472321,True,absolute_error,50,,1,2,275,TPESampler,COMPLETE
2086,0.37399508406551174,2025-04-25 00:41:45.230965,2025-04-25 00:42:09.276896,0 days 00:00:24.045931,True,absolute_error,50,,1,4,264,TPESampler,COMPLETE
2087,0.3768673888258068,2025-04-25 00:42:04.789562,2025-04-25 00:42:16.389109,0 days 00:00:11.599547,True,absolute_error,43,,1,4,122,TPESampler,COMPLETE
2088,0.3703198296980101,2025-04-25 00:42:09.703979,2025-04-25 00:42:30.434456,0 days 00:00:20.730477,True,absolute_error,50,,1,3,225,TPESampler,COMPLETE
2089,0.3782279511195405,2025-04-25 00:42:10.135836,2025-04-25 00:42:20.030008,0 days 00:00:09.894172,True,absolute_error,50,,1,4,100,TPESampler,COMPLETE
2090,0.41556450501125874,2025-04-25 00:42:16.577382,2025-04-25 00:42:27.144285,0 days 00:00:10.566903,True,absolute_error,50,,2,2,195,TPESampler,COMPLETE
2091,0.44166216046590767,2025-04-25 00:42:20.211562,2025-04-25 00:42:53.414967,0 days 00:00:33.203405,False,absolute_error,41,,1,2,215,TPESampler,COMPLETE
2092,0.5441746247651077,2025-04-25 00:42:27.373300,2025-04-25 00:42:29.148955,0 days 00:00:01.775655,True,squared_error,48,,4,47,360,TPESampler,COMPLETE
2093,0.4146764947479909,2025-04-25 00:42:29.330617,2025-04-25 00:42:40.934677,0 days 00:00:11.604060,True,absolute_error,50,,2,2,217,TPESampler,COMPLETE
2094,0.9641337506794244,2025-04-25 00:42:30.616710,2025-04-25 00:42:31.998125,0 days 00:00:01.381415,True,squared_error,28,log2,9,12,804,TPESampler,COMPLETE
2095,0.3756743082261877,2025-04-25 00:42:32.186824,2025-04-25 00:42:41.611755,0 days 00:00:09.424931,False,absolute_error,45,sqrt,1,2,279,TPESampler,COMPLETE
2096,0.36975178816921384,2025-04-25 00:42:41.125511,2025-04-25 00:42:57.253902,0 days 00:00:16.128391,True,absolute_error,42,,1,2,174,TPESampler,COMPLETE
2097,0.3711486943024764,2025-04-25 00:42:41.855100,2025-04-25 00:43:03.293207,0 days 00:00:21.438107,True,absolute_error,41,,1,3,233,TPESampler,COMPLETE
2098,0.36841522245972486,2025-04-25 00:42:53.794258,2025-04-25 00:43:05.222596,0 days 00:00:11.428338,True,absolute_error,50,,1,2,116,TPESampler,COMPLETE
2099,0.4414108046033134,2025-04-25 00:42:57.441930,2025-04-25 00:43:27.902233,0 days 00:00:30.460303,False,absolute_error,50,,1,2,196,TPESampler,COMPLETE
2100,0.3755284644004249,2025-04-25 00:43:03.483441,2025-04-25 00:43:13.085964,0 days 00:00:09.602523,True,absolute_error,44,,1,2,100,TPESampler,COMPLETE
2101,0.419989126575698,2025-04-25 00:43:05.405536,2025-04-25 00:43:10.966868,0 days 00:00:05.561332,True,absolute_error,43,,2,3,100,TPESampler,COMPLETE
2102,0.370960696461535,2025-04-25 00:43:11.154864,2025-04-25 00:43:24.267943,0 days 00:00:13.113079,True,absolute_error,50,,1,2,108,TPESampler,COMPLETE
2103,0.37148953059953227,2025-04-25 00:43:13.272685,2025-04-25 00:43:58.813353,0 days 00:00:45.540668,True,absolute_error,43,,1,2,410,TPESampler,COMPLETE
2104,0.9421313477488376,2025-04-25 00:43:24.455295,2025-04-25 00:43:25.526745,0 days 00:00:01.071450,True,squared_error,26,sqrt,15,37,439,TPESampler,COMPLETE
2105,0.3690163723857629,2025-04-25 00:43:25.714781,2025-04-25 00:44:21.282184,0 days 00:00:55.567403,True,absolute_error,50,,1,2,448,TPESampler,COMPLETE
2106,0.36986210689344956,2025-04-25 00:43:28.207483,2025-04-25 00:44:00.782684,0 days 00:00:32.575201,True,absolute_error,50,,1,3,231,TPESampler,COMPLETE
2107,0.803588250278598,2025-04-25 00:43:59.004545,2025-04-25 00:44:06.353379,0 days 00:00:07.348834,False,absolute_error,19,log2,2,42,791,TPESampler,COMPLETE
2108,0.4161630108464403,2025-04-25 00:44:00.972547,2025-04-25 00:44:17.592630,0 days 00:00:16.620083,True,absolute_error,50,,2,2,273,TPESampler,COMPLETE
2109,0.8251318183093256,2025-04-25 00:44:06.545807,2025-04-25 00:44:07.436389,0 days 00:00:00.890582,True,squared_error,6,sqrt,2,8,240,TPESampler,COMPLETE
2110,0.3712991305921461,2025-04-25 00:44:07.621464,2025-04-25 00:44:31.812047,0 days 00:00:24.190583,True,absolute_error,43,,1,2,240,TPESampler,COMPLETE
2111,0.41571445191973216,2025-04-25 00:44:17.785755,2025-04-25 00:44:32.372673,0 days 00:00:14.586918,True,absolute_error,50,,2,3,247,TPESampler,COMPLETE
2112,0.459573106613729,2025-04-25 00:44:21.460644,2025-04-25 00:44:27.346550,0 days 00:00:05.885906,True,absolute_error,50,log2,1,3,300,TPESampler,COMPLETE
2113,0.42022587059600114,2025-04-25 00:44:27.685364,2025-04-25 00:44:33.765043,0 days 00:00:06.079679,True,absolute_error,41,,2,2,105,TPESampler,COMPLETE
2114,0.7617317672375661,2025-04-25 00:44:31.993427,2025-04-25 00:44:33.000400,0 days 00:00:01.006973,True,squared_error,15,log2,1,13,157,TPESampler,COMPLETE
2115,0.36762509661876996,2025-04-25 00:44:32.570590,2025-04-25 00:44:55.533693,0 days 00:00:22.963103,True,absolute_error,50,,1,2,202,TPESampler,COMPLETE
2116,0.5507281878398866,2025-04-25 00:44:33.197167,2025-04-25 00:44:40.514166,0 days 00:00:07.316999,False,absolute_error,50,log2,1,48,305,TPESampler,COMPLETE
2117,0.36858642688951,2025-04-25 00:44:34.059286,2025-04-25 00:45:00.533191,0 days 00:00:26.473905,True,absolute_error,50,,1,2,265,TPESampler,COMPLETE
2118,0.42745355797503753,2025-04-25 00:44:40.700834,2025-04-25 00:44:43.056909,0 days 00:00:02.356075,True,absolute_error,48,sqrt,1,4,101,TPESampler,COMPLETE
2119,0.37620514626296114,2025-04-25 00:44:43.240549,2025-04-25 00:44:57.562443,0 days 00:00:14.321894,True,absolute_error,50,,1,4,131,TPESampler,COMPLETE
2120,0.3689348084913331,2025-04-25 00:44:55.727792,2025-04-25 00:45:08.548880,0 days 00:00:12.821088,True,absolute_error,50,,1,2,119,TPESampler,COMPLETE
2121,0.3692708333177682,2025-04-25 00:44:57.747146,2025-04-25 00:45:34.683678,0 days 00:00:36.936532,True,absolute_error,43,,1,2,294,TPESampler,COMPLETE
2122,0.37479611926621526,2025-04-25 00:45:00.721186,2025-04-25 00:45:23.035178,0 days 00:00:22.313992,True,absolute_error,44,,1,4,231,TPESampler,COMPLETE
2123,0.3712487474477736,2025-04-25 00:45:08.740204,2025-04-25 00:45:36.500402,0 days 00:00:27.760198,True,absolute_error,41,,1,3,259,TPESampler,COMPLETE
2124,0.367675852509013,2025-04-25 00:45:23.228929,2025-04-25 00:45:56.241165,0 days 00:00:33.012236,True,absolute_error,50,,1,2,291,TPESampler,COMPLETE
2125,0.3719570835272246,2025-04-25 00:45:34.896725,2025-04-25 00:45:50.921583,0 days 00:00:16.024858,True,absolute_error,41,,1,2,172,TPESampler,COMPLETE
2126,0.44562852828562266,2025-04-25 00:45:36.688453,2025-04-25 00:45:38.753540,0 days 00:00:02.065087,True,absolute_error,49,log2,1,2,100,TPESampler,COMPLETE
2127,0.4128730517166774,2025-04-25 00:45:38.935278,2025-04-25 00:46:03.613410,0 days 00:00:24.678132,True,absolute_error,50,,2,2,409,TPESampler,COMPLETE
2128,0.5302152693759871,2025-04-25 00:45:51.127720,2025-04-25 00:45:53.881132,0 days 00:00:02.753412,False,squared_error,37,,4,23,520,TPESampler,COMPLETE
2129,0.3705860577264978,2025-04-25 00:45:54.069761,2025-04-25 00:46:23.093443,0 days 00:00:29.023682,True,absolute_error,43,,1,2,308,TPESampler,COMPLETE
2130,0.5935521404200821,2025-04-25 00:45:56.428406,2025-04-25 00:45:58.340606,0 days 00:00:01.912200,True,absolute_error,29,,12,2,127,TPESampler,COMPLETE
2131,0.40172261919403357,2025-04-25 00:45:58.575098,2025-04-25 00:46:04.979887,0 days 00:00:06.404789,True,absolute_error,50,sqrt,1,2,298,TPESampler,COMPLETE
2132,0.3958354864380621,2025-04-25 00:46:03.804338,2025-04-25 00:46:05.934203,0 days 00:00:02.129865,False,squared_error,46,,1,3,174,TPESampler,COMPLETE
2133,0.36823715123140627,2025-04-25 00:46:05.185767,2025-04-25 00:46:33.344781,0 days 00:00:28.159014,True,absolute_error,50,,1,2,301,TPESampler,COMPLETE
2134,0.41472448922935107,2025-04-25 00:46:06.141901,2025-04-25 00:46:21.536554,0 days 00:00:15.394653,True,absolute_error,50,,2,2,295,TPESampler,COMPLETE
2135,0.37317250310654354,2025-04-25 00:46:21.720289,2025-04-25 00:46:32.461114,0 days 00:00:10.740825,True,absolute_error,42,,1,2,107,TPESampler,COMPLETE
2136,0.3749197804660906,2025-04-25 00:46:23.278539,2025-04-25 00:46:44.671867,0 days 00:00:21.393328,True,absolute_error,50,,1,4,229,TPESampler,COMPLETE
2137,0.36795752096153067,2025-04-25 00:46:32.653198,2025-04-25 00:46:52.990878,0 days 00:00:20.337680,True,absolute_error,50,,1,2,214,TPESampler,COMPLETE
2138,0.4207277885274291,2025-04-25 00:46:33.530332,2025-04-25 00:46:39.237310,0 days 00:00:05.706978,True,absolute_error,49,,2,2,102,TPESampler,COMPLETE
2139,0.9187328093836702,2025-04-25 00:46:39.435038,2025-04-25 00:46:40.541851,0 days 00:00:01.106813,False,squared_error,22,log2,4,9,726,TPESampler,COMPLETE
2140,0.37523181947771306,2025-04-25 00:46:40.733008,2025-04-25 00:46:51.103920,0 days 00:00:10.370912,True,absolute_error,43,,1,2,107,TPESampler,COMPLETE
2141,0.3730973638822413,2025-04-25 00:46:44.858968,2025-04-25 00:47:21.054768,0 days 00:00:36.195800,True,absolute_error,43,,1,4,405,TPESampler,COMPLETE
2142,0.36763180568217557,2025-04-25 00:46:51.287478,2025-04-25 00:47:14.573422,0 days 00:00:23.285944,True,absolute_error,50,,1,2,205,TPESampler,COMPLETE
2143,0.5639133729310045,2025-04-25 00:46:53.175644,2025-04-25 00:47:37.217162,0 days 00:00:44.041518,False,absolute_error,7,,5,3,960,TPESampler,COMPLETE
2144,0.41534707630485573,2025-04-25 00:47:14.821617,2025-04-25 00:47:27.944604,0 days 00:00:13.122987,True,absolute_error,43,,2,3,249,TPESampler,COMPLETE
2145,0.3742940086171032,2025-04-25 00:47:21.240150,2025-04-25 00:47:32.203842,0 days 00:00:10.963692,True,absolute_error,42,,1,3,114,TPESampler,COMPLETE
2146,0.3738755564854229,2025-04-25 00:47:28.305524,2025-04-25 00:48:08.992162,0 days 00:00:40.686638,True,absolute_error,33,,1,2,452,TPESampler,COMPLETE
2147,0.41530670935444364,2025-04-25 00:47:32.387616,2025-04-25 00:47:44.241659,0 days 00:00:11.854043,True,absolute_error,50,,2,4,223,TPESampler,COMPLETE
2148,0.3759167263421656,2025-04-25 00:47:37.401328,2025-04-25 00:47:47.153985,0 days 00:00:09.752657,True,absolute_error,43,,1,2,101,TPESampler,COMPLETE
2149,0.369880023225663,2025-04-25 00:47:44.601073,2025-04-25 00:48:22.731015,0 days 00:00:38.129942,True,absolute_error,50,,1,2,408,TPESampler,COMPLETE
2150,0.3717079183826205,2025-04-25 00:47:47.567776,2025-04-25 00:48:08.351570,0 days 00:00:20.783794,True,absolute_error,43,,1,2,223,TPESampler,COMPLETE
2151,0.37228867096938206,2025-04-25 00:48:08.543921,2025-04-25 00:48:19.296694,0 days 00:00:10.752773,True,absolute_error,50,,1,2,102,TPESampler,COMPLETE
2152,0.36762509661876996,2025-04-25 00:48:09.216890,2025-04-25 00:48:28.877285,0 days 00:00:19.660395,True,absolute_error,50,,1,2,202,TPESampler,COMPLETE
2153,0.43716045848805485,2025-04-25 00:48:19.484871,2025-04-25 00:48:22.615960,0 days 00:00:03.131089,True,squared_error,30,sqrt,1,2,977,TPESampler,COMPLETE
2154,0.4797932329719247,2025-04-25 00:48:22.795488,2025-04-25 00:48:33.431174,0 days 00:00:10.635686,False,absolute_error,43,,2,2,106,TPESampler,COMPLETE
2155,0.377899486267595,2025-04-25 00:48:22.921458,2025-04-25 00:48:32.865389,0 days 00:00:09.943931,True,absolute_error,43,,1,3,103,TPESampler,COMPLETE
2156,0.3764546040062385,2025-04-25 00:48:29.136232,2025-04-25 00:48:39.137870,0 days 00:00:10.001638,True,absolute_error,43,,1,3,105,TPESampler,COMPLETE
2157,0.4723046426746531,2025-04-25 00:48:33.049846,2025-04-25 00:48:34.655314,0 days 00:00:01.605468,False,squared_error,25,,2,3,134,TPESampler,COMPLETE
2158,0.37357589242179307,2025-04-25 00:48:33.631300,2025-04-25 00:49:00.958625,0 days 00:00:27.327325,True,absolute_error,50,,1,4,278,TPESampler,COMPLETE
2159,0.3704655569908258,2025-04-25 00:48:34.837416,2025-04-25 00:48:56.912396,0 days 00:00:22.074980,True,absolute_error,50,,1,3,224,TPESampler,COMPLETE
2160,0.41499115064123027,2025-04-25 00:48:39.353306,2025-04-25 00:48:54.696290,0 days 00:00:15.342984,True,absolute_error,44,,2,2,252,TPESampler,COMPLETE
2161,0.37064332588383586,2025-04-25 00:48:54.883075,2025-04-25 00:49:14.484735,0 days 00:00:19.601660,True,absolute_error,43,,1,2,209,TPESampler,COMPLETE
2162,0.4152420586746467,2025-04-25 00:48:57.098308,2025-04-25 00:49:09.781366,0 days 00:00:12.683058,True,absolute_error,50,,2,2,236,TPESampler,COMPLETE
2163,0.8939725645551956,2025-04-25 00:49:01.143833,2025-04-25 00:49:02.804296,0 days 00:00:01.660463,True,absolute_error,33,log2,3,16,394,TPESampler,COMPLETE
2164,0.42117304451673676,2025-04-25 00:49:02.987624,2025-04-25 00:49:08.677279,0 days 00:00:05.689655,True,absolute_error,50,,2,3,103,TPESampler,COMPLETE
2165,0.36872500871055197,2025-04-25 00:49:08.856653,2025-04-25 00:49:22.043315,0 days 00:00:13.186662,True,absolute_error,50,,1,2,140,TPESampler,COMPLETE
2166,0.3713654164792049,2025-04-25 00:49:09.970413,2025-04-25 00:49:33.893024,0 days 00:00:23.922611,True,absolute_error,43,,1,2,261,TPESampler,COMPLETE
2167,0.36976459767797554,2025-04-25 00:49:14.673208,2025-04-25 00:49:26.276967,0 days 00:00:11.603759,True,absolute_error,50,,1,2,123,TPESampler,COMPLETE
2168,0.37344680981040623,2025-04-25 00:49:22.229014,2025-04-25 00:49:32.068871,0 days 00:00:09.839857,True,absolute_error,50,,1,3,103,TPESampler,COMPLETE
2169,0.38620214083037846,2025-04-25 00:49:26.463853,2025-04-25 00:49:28.455672,0 days 00:00:01.991819,True,squared_error,43,,1,2,198,TPESampler,COMPLETE
2170,0.47991673221144876,2025-04-25 00:49:28.696040,2025-04-25 00:49:50.331048,0 days 00:00:21.635008,False,absolute_error,50,,2,2,229,TPESampler,COMPLETE
2171,0.37108987500603624,2025-04-25 00:49:32.256842,2025-04-25 00:49:55.851279,0 days 00:00:23.594437,True,absolute_error,42,,1,3,257,TPESampler,COMPLETE
2172,0.5310616446180354,2025-04-25 00:49:34.082108,2025-04-25 00:49:36.176477,0 days 00:00:02.094369,True,squared_error,16,,6,7,480,TPESampler,COMPLETE
2173,0.9004962139837418,2025-04-25 00:49:36.360523,2025-04-25 00:49:37.721823,0 days 00:00:01.361300,False,squared_error,5,log2,1,2,882,TPESampler,COMPLETE
2174,0.3770922367351997,2025-04-25 00:49:37.908909,2025-04-25 00:49:50.032204,0 days 00:00:12.123295,True,absolute_error,50,,1,4,130,TPESampler,COMPLETE
2175,0.8365589879794241,2025-04-25 00:49:50.220400,2025-04-25 00:49:51.901247,0 days 00:00:01.680847,True,absolute_error,48,log2,2,2,234,TPESampler,COMPLETE
2176,0.36823715123140627,2025-04-25 00:49:50.575403,2025-04-25 00:50:18.623213,0 days 00:00:28.047810,True,absolute_error,50,,1,2,301,TPESampler,COMPLETE
2177,0.3717254419691643,2025-04-25 00:49:52.094597,2025-04-25 00:50:17.912214,0 days 00:00:25.817617,True,absolute_error,44,,1,2,280,TPESampler,COMPLETE
2178,0.3678802085720337,2025-04-25 00:49:56.044260,2025-04-25 00:50:17.326655,0 days 00:00:21.282395,True,absolute_error,50,,1,2,233,TPESampler,COMPLETE
2179,0.37156398037641536,2025-04-25 00:50:17.519509,2025-04-25 00:50:56.658424,0 days 00:00:39.138915,True,absolute_error,50,,1,3,408,TPESampler,COMPLETE
2180,0.37088935017545654,2025-04-25 00:50:18.106324,2025-04-25 00:50:48.698104,0 days 00:00:30.591780,True,absolute_error,43,,1,3,310,TPESampler,COMPLETE
2181,0.47971813492135096,2025-04-25 00:50:18.860818,2025-04-25 00:50:24.543030,0 days 00:00:05.682212,True,absolute_error,42,log2,1,2,265,TPESampler,COMPLETE
2182,0.36926975681753615,2025-04-25 00:50:24.719335,2025-04-25 00:50:35.460500,0 days 00:00:10.741165,True,absolute_error,50,,1,2,113,TPESampler,COMPLETE
2183,0.38683167441935334,2025-04-25 00:50:35.646851,2025-04-25 00:50:39.280289,0 days 00:00:03.633438,True,squared_error,49,,1,3,503,TPESampler,COMPLETE
2184,0.3714952381110082,2025-04-25 00:50:39.458202,2025-04-25 00:51:13.129609,0 days 00:00:33.671407,True,absolute_error,50,,1,2,371,TPESampler,COMPLETE
2185,0.37102941602828454,2025-04-25 00:50:48.893386,2025-04-25 00:51:10.506289,0 days 00:00:21.612903,True,absolute_error,43,,1,2,237,TPESampler,COMPLETE
2186,0.4154303257334211,2025-04-25 00:50:56.848871,2025-04-25 00:51:13.350337,0 days 00:00:16.501466,True,absolute_error,44,,2,2,320,TPESampler,COMPLETE
2187,0.41650807614792373,2025-04-25 00:51:10.685668,2025-04-25 00:51:18.722396,0 days 00:00:08.036728,True,absolute_error,50,,2,3,121,TPESampler,COMPLETE
2188,0.42110914999441806,2025-04-25 00:51:13.317469,2025-04-25 00:51:20.707582,0 days 00:00:07.390113,True,absolute_error,39,,2,2,103,TPESampler,COMPLETE
2189,0.6585972298371252,2025-04-25 00:51:13.579623,2025-04-25 00:52:24.730716,0 days 00:01:11.151093,False,absolute_error,5,,2,15,949,TPESampler,COMPLETE
2190,0.4141457516473212,2025-04-25 00:51:18.904525,2025-04-25 00:51:31.140010,0 days 00:00:12.235485,True,absolute_error,50,,2,2,210,TPESampler,COMPLETE
2191,0.9525544771717979,2025-04-25 00:51:20.891977,2025-04-25 00:51:21.721817,0 days 00:00:00.829840,True,absolute_error,10,log2,14,4,181,TPESampler,COMPLETE
2192,0.36767225953044724,2025-04-25 00:51:21.901632,2025-04-25 00:51:41.131159,0 days 00:00:19.229527,True,absolute_error,50,,1,2,189,TPESampler,COMPLETE
2193,0.3678802085720337,2025-04-25 00:51:31.329347,2025-04-25 00:51:53.800478,0 days 00:00:22.471131,True,absolute_error,50,,1,2,233,TPESampler,COMPLETE
2194,0.3696018677958252,2025-04-25 00:51:41.321668,2025-04-25 00:52:06.312544,0 days 00:00:24.990876,True,absolute_error,50,,1,3,274,TPESampler,COMPLETE
