number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
56,0.7580991157733822,2025-04-24 20:59:21.241476,2025-04-24 20:59:21.777421,0 days 00:00:00.535945,5.956108101583001,0.005436982334982753,0.0262631692455118,poly,TPESampler,COMPLETE
57,0.6534403765057942,2025-04-24 20:59:21.453640,2025-04-24 20:59:21.891961,0 days 00:00:00.438321,0.009485338537476,0.03345351560618088,0.5684441112579435,linear,TPESampler,COMPLETE
58,0.48357236141509347,2025-04-24 20:59:21.939300,2025-04-24 20:59:22.502380,0 days 00:00:00.563080,2.3560090091806347,0.04768574221307874,0.6021543440733219,rbf,TPESampler,COMPLETE
59,0.3139446632471799,2025-04-24 20:59:22.075068,2025-04-24 20:59:22.629322,0 days 00:00:00.554254,8.350371249643597,0.05008012326017935,0.02883572596480602,rbf,TPESampler,COMPLETE
60,0.8665605030026348,2025-04-24 20:59:22.668409,2025-04-24 20:59:23.214198,0 days 00:00:00.545789,0.12273239177105383,0.31674311724194854,0.5893522367817724,rbf,TPESampler,COMPLETE
61,0.3170480718651584,2025-04-24 20:59:22.783441,2025-04-24 20:59:23.368481,0 days 00:00:00.585040,37.01817752467347,0.02268019796532516,0.18855263102627048,rbf,TPESampler,COMPLETE
62,0.32695655727106404,2025-04-24 20:59:23.378256,2025-04-24 20:59:23.852865,0 days 00:00:00.474609,16.640130403971998,0.16773327523840625,0.20169289467477036,rbf,TPESampler,COMPLETE
63,0.29033270141841516,2025-04-24 20:59:23.534900,2025-04-24 20:59:24.060470,0 days 00:00:00.525570,80.0898580013368,0.10158387738357039,0.017101432187007867,rbf,TPESampler,COMPLETE
64,0.8783470086325305,2025-04-24 20:59:24.020046,2025-04-24 20:59:26.164644,0 days 00:00:02.144598,57.25603358952886,0.06847519254122204,0.10538871317365085,poly,TPESampler,COMPLETE
65,0.3579938296727633,2025-04-24 20:59:24.232808,2025-04-24 20:59:25.955572,0 days 00:00:01.722764,22.510855365944735,0.17048703766345774,0.018445376737790502,linear,TPESampler,COMPLETE
66,0.4353878515817875,2025-04-24 20:59:26.118564,2025-04-24 20:59:26.734733,0 days 00:00:00.616169,13.131117014358528,0.06743056131429603,0.004709415525605569,rbf,TPESampler,COMPLETE
67,0.30201221079767127,2025-04-24 20:59:26.412152,2025-04-24 20:59:27.010459,0 days 00:00:00.598307,71.13708307325305,0.12570675853602462,0.006797949337390587,rbf,TPESampler,COMPLETE
68,0.2853351411611932,2025-04-24 20:59:26.926729,2025-04-24 20:59:27.466744,0 days 00:00:00.540015,90.15771974131668,0.006934133605377101,0.035729105735621026,rbf,TPESampler,COMPLETE
69,293.1591629415301,2025-04-24 20:59:27.184219,2025-04-24 20:59:27.633102,0 days 00:00:00.448883,38.2752463110676,0.007611955790782755,0.049284276780360715,sigmoid,TPESampler,COMPLETE
70,0.9831483295633308,2025-04-24 20:59:27.640816,2025-04-24 20:59:28.069643,0 days 00:00:00.428827,0.0016140967676806458,0.041125130405761115,0.035712497737096796,rbf,TPESampler,COMPLETE
71,0.3055862382767779,2025-04-24 20:59:27.802276,2025-04-24 20:59:28.355322,0 days 00:00:00.553046,70.75874469713801,0.014693002201475569,0.006616668942993379,rbf,TPESampler,COMPLETE
72,0.3328364381669343,2025-04-24 20:59:28.267802,2025-04-24 20:59:28.788067,0 days 00:00:00.520265,96.21736546999637,0.0027652636504831127,0.258824355737096,rbf,TPESampler,COMPLETE
73,0.7463214571497522,2025-04-24 20:59:28.540097,2025-04-24 20:59:29.111151,0 days 00:00:00.571054,2.9906271443682955,0.0010225223796895477,0.00017472168839974318,sigmoid,TPESampler,COMPLETE
74,0.3639161319044878,2025-04-24 20:59:29.048833,2025-04-24 20:59:29.686909,0 days 00:00:00.638076,1.90862829124099,0.008934805012030702,0.026265700959208788,linear,TPESampler,COMPLETE
75,0.8639866899588052,2025-04-24 20:59:29.287860,2025-04-24 20:59:29.790151,0 days 00:00:00.502291,46.886525489765894,0.0032859745939385963,0.0016744819999409473,poly,TPESampler,COMPLETE
76,0.290389567784519,2025-04-24 20:59:29.881992,2025-04-24 20:59:30.608566,0 days 00:00:00.726574,38.319058582304955,0.0051999942561703465,0.03488554448313264,rbf,TPESampler,COMPLETE
77,0.7238961905907422,2025-04-24 20:59:29.980256,2025-04-24 20:59:30.766479,0 days 00:00:00.786223,0.37123996364557077,0.6822158012570338,0.0012877802215218112,rbf,TPESampler,COMPLETE
