number,value,datetime_start,datetime_complete,duration,params_depth,params_edge_hidden_dim,params_mlp_dim_00,params_mlp_dim_01,params_mlp_dim_02,params_mlp_dim_03,params_mlp_n_layers,params_node_hidden_dim,params_rep_dropout,params_train_learning_rate,params_train_lr_reduce,user_attrs_best_state_dict_path,user_attrs_training_params,system_attrs_auto:sampler,state
950,0.8885042667388916,2025-04-25 23:16:06.454636,2025-04-25 23:16:11.774085,0 days 00:00:05.319449,2,111,363,177.0,,,2,124,0.16796342666028216,0.0014672078683649551,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_950_best_state.pt,"{'learning_rate': 0.0014672078683649551, 'lr_reduce': 0.6}",TPESampler,COMPLETE
951,0.10741207748651505,2025-04-25 23:16:12.071362,2025-04-25 23:16:52.999660,0 days 00:00:40.928298,2,100,360,118.0,264.0,289.0,4,112,0.19790437899919278,0.0013546079516627509,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_951_best_state.pt,"{'learning_rate': 0.0013546079516627509, 'lr_reduce': 0.6}",TPESampler,COMPLETE
952,0.8886017203330994,2025-04-25 23:16:26.732621,2025-04-25 23:16:33.125899,0 days 00:00:06.393278,2,91,91,,,,1,110,0.2183380004367743,0.0008571779061490475,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_952_best_state.pt,"{'learning_rate': 0.0008571779061490475, 'lr_reduce': 0.6}",TPESampler,COMPLETE
953,0.18551145493984222,2025-04-25 23:16:33.379828,2025-04-25 23:17:07.460749,0 days 00:00:34.080921,1,73,81,,,,1,94,0.13078115275560487,0.008021515101399463,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_953_best_state.pt,"{'learning_rate': 0.008021515101399463, 'lr_reduce': 0.6}",TPESampler,COMPLETE
954,0.1557174026966095,2025-04-25 23:16:40.302250,2025-04-25 23:17:01.280009,0 days 00:00:20.977759,1,90,222,109.0,509.0,,3,70,0.19289087668079238,0.002125037020832197,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_954_best_state.pt,"{'learning_rate': 0.002125037020832197, 'lr_reduce': 0.6}",TPESampler,COMPLETE
955,0.888312578201294,2025-04-25 23:16:53.244825,2025-04-25 23:16:58.563982,0 days 00:00:05.319157,2,85,281,276.0,391.0,,3,128,0.23271636226763348,0.003750922461447512,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_955_best_state.pt,"{'learning_rate': 0.003750922461447512, 'lr_reduce': 0.6}",TPESampler,COMPLETE
956,0.11769076436758041,2025-04-25 23:16:58.825655,2025-04-25 23:17:27.284637,0 days 00:00:28.458982,1,88,240,,,,1,127,0.17890580867509318,0.001324879116915756,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_956_best_state.pt,"{'learning_rate': 0.001324879116915756, 'lr_reduce': 0.6}",TPESampler,COMPLETE
957,0.11748189479112625,2025-04-25 23:17:01.530371,2025-04-25 23:17:37.075147,0 days 00:00:35.544776,1,120,319,178.0,324.0,,3,99,0.1785046169625953,0.0023481207802286464,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_957_best_state.pt,"{'learning_rate': 0.0023481207802286464, 'lr_reduce': 0.6}",TPESampler,COMPLETE
958,0.1437215358018875,2025-04-25 23:17:07.713696,2025-04-25 23:17:44.238635,0 days 00:00:36.524939,1,109,299,210.0,,,2,128,0.19719286082529214,0.0006395650851245248,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_958_best_state.pt,"{'learning_rate': 0.0006395650851245248, 'lr_reduce': 0.6}",TPESampler,COMPLETE
959,0.8719374537467957,2025-04-25 23:17:27.569260,2025-04-25 23:17:34.774952,0 days 00:00:07.205692,4,96,148,114.0,,,2,41,0.002551754314710497,0.005570970964388955,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_959_best_state.pt,"{'learning_rate': 0.005570970964388955, 'lr_reduce': 0.6}",TPESampler,COMPLETE
960,0.8893158435821533,2025-04-25 23:17:35.030730,2025-04-25 23:17:41.713932,0 days 00:00:06.683202,3,92,242,352.0,217.0,393.0,4,118,0.19068470122350473,0.003974712320017797,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_960_best_state.pt,"{'learning_rate': 0.003974712320017797, 'lr_reduce': 0.6}",TPESampler,COMPLETE
961,0.88878333568573,2025-04-25 23:17:37.336751,2025-04-25 23:17:41.394690,0 days 00:00:04.057939,2,100,330,163.0,,,2,86,0.18377423216236183,0.0007286422402177578,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_961_best_state.pt,"{'learning_rate': 0.0007286422402177578, 'lr_reduce': 0.6}",TPESampler,COMPLETE
962,0.11152227967977524,2025-04-25 23:17:41.777458,2025-04-25 23:18:14.706461,0 days 00:00:32.929003,1,92,301,236.0,314.0,,3,105,0.20284617069174196,0.0009254157568177988,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_962_best_state.pt,"{'learning_rate': 0.0009254157568177988, 'lr_reduce': 0.6}",TPESampler,COMPLETE
963,0.15273354947566986,2025-04-25 23:17:41.967332,2025-04-25 23:18:19.229965,0 days 00:00:37.262633,1,105,318,113.0,,,2,88,0.13609679305675654,0.001505391009547571,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_963_best_state.pt,"{'learning_rate': 0.001505391009547571, 'lr_reduce': 0.6}",TPESampler,COMPLETE
964,0.25735390186309814,2025-04-25 23:17:44.529737,2025-04-25 23:17:59.887941,0 days 00:00:15.358204,1,122,338,298.0,,,2,102,0.19921216115961654,0.00902231386978108,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_964_best_state.pt,"{'learning_rate': 0.00902231386978108, 'lr_reduce': 0.6}",TPESampler,COMPLETE
965,0.11356238275766373,2025-04-25 23:18:00.169632,2025-04-25 23:18:31.677949,0 days 00:00:31.508317,1,79,285,157.0,,,2,102,0.1454154368833222,0.0022497923516393405,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_965_best_state.pt,"{'learning_rate': 0.0022497923516393405, 'lr_reduce': 0.6}",TPESampler,COMPLETE
966,0.8885974884033203,2025-04-25 23:18:14.949170,2025-04-25 23:18:19.410076,0 days 00:00:04.460906,3,73,472,221.0,,,2,44,0.2460502091948111,0.0014361139497281175,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_966_best_state.pt,"{'learning_rate': 0.0014361139497281175, 'lr_reduce': 0.6}",TPESampler,COMPLETE
967,0.8960764408111572,2025-04-25 23:18:19.505256,2025-04-25 23:18:24.240434,0 days 00:00:04.735178,2,108,343,106.0,278.0,,3,110,0.1439673521602759,0.000340872270649759,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_967_best_state.pt,"{'learning_rate': 0.000340872270649759, 'lr_reduce': 0.6}",TPESampler,COMPLETE
968,0.11826375871896744,2025-04-25 23:18:19.678228,2025-04-25 23:18:46.327322,0 days 00:00:26.649094,1,97,323,175.0,,,2,106,0.24411347505247555,0.0020592934027310055,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_968_best_state.pt,"{'learning_rate': 0.0020592934027310055, 'lr_reduce': 0.6}",TPESampler,COMPLETE
969,0.879716694355011,2025-04-25 23:18:24.491456,2025-04-25 23:18:31.530105,0 days 00:00:07.038649,3,36,283,265.0,400.0,,3,122,0.2496352917179291,0.009692558046926718,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_969_best_state.pt,"{'learning_rate': 0.009692558046926718, 'lr_reduce': 0.6}",TPESampler,COMPLETE
970,0.8939079642295837,2025-04-25 23:18:31.767133,2025-04-25 23:18:37.778639,0 days 00:00:06.011506,2,95,216,137.0,,,2,96,0.20112511872355462,0.00010572071209533184,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_970_best_state.pt,"{'learning_rate': 0.00010572071209533184, 'lr_reduce': 0.6}",TPESampler,COMPLETE
971,0.11965475231409073,2025-04-25 23:18:31.987183,2025-04-25 23:19:10.670805,0 days 00:00:38.683622,1,100,253,98.0,,,2,110,0.1622086890195711,0.001347497070858464,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_971_best_state.pt,"{'learning_rate': 0.001347497070858464, 'lr_reduce': 0.6}",TPESampler,COMPLETE
972,0.09391026198863983,2025-04-25 23:18:38.065475,2025-04-25 23:19:14.121785,0 days 00:00:36.056310,1,105,400,197.0,356.0,230.0,4,83,0.13342459370861767,0.004768886115045673,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_972_best_state.pt,"{'learning_rate': 0.004768886115045673, 'lr_reduce': 0.6}",TPESampler,COMPLETE
973,0.5842211246490479,2025-04-25 23:18:46.628863,2025-04-25 23:19:25.135037,0 days 00:00:38.506174,2,124,472,149.0,280.0,356.0,4,113,0.018710571601792875,0.0011771451135993715,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_973_best_state.pt,"{'learning_rate': 0.0011771451135993715, 'lr_reduce': 0.6}",TPESampler,COMPLETE
974,0.09970948845148087,2025-04-25 23:19:10.980147,2025-04-25 23:19:44.981097,0 days 00:00:34.000950,1,108,179,377.0,219.0,,3,118,0.1637968975466559,0.0008202862151044236,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_974_best_state.pt,"{'learning_rate': 0.0008202862151044236, 'lr_reduce': 0.6}",TPESampler,COMPLETE
975,0.17841456830501556,2025-04-25 23:19:14.431731,2025-04-25 23:19:26.991825,0 days 00:00:12.560094,1,95,115,221.0,,,2,115,0.12868647633683697,0.0036719032360093364,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_975_best_state.pt,"{'learning_rate': 0.0036719032360093364, 'lr_reduce': 0.6}",TPESampler,COMPLETE
976,0.11718438565731049,2025-04-25 23:19:25.400294,2025-04-25 23:19:53.104455,0 days 00:00:27.704161,1,110,357,225.0,379.0,191.0,4,94,0.1642902325748957,0.0020769847671075338,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_976_best_state.pt,"{'learning_rate': 0.0020769847671075338, 'lr_reduce': 0.6}",TPESampler,COMPLETE
977,0.12829850614070892,2025-04-25 23:19:27.289839,2025-04-25 23:19:54.903008,0 days 00:00:27.613169,1,72,495,217.0,,,2,106,0.1884425016741586,0.002365019695544953,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_977_best_state.pt,"{'learning_rate': 0.002365019695544953, 'lr_reduce': 0.6}",TPESampler,COMPLETE
978,0.1525762677192688,2025-04-25 23:19:45.241577,2025-04-25 23:20:00.356951,0 days 00:00:15.115374,1,117,100,384.0,201.0,,3,117,0.14315896306361148,0.0009769066562587184,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_978_best_state.pt,"{'learning_rate': 0.0009769066562587184, 'lr_reduce': 0.6}",TPESampler,COMPLETE
979,0.18054869771003723,2025-04-25 23:19:53.365211,2025-04-25 23:20:14.056561,0 days 00:00:20.691350,1,118,214,377.0,241.0,,3,119,0.13224230246718813,0.0005453480542880523,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_979_best_state.pt,"{'learning_rate': 0.0005453480542880523, 'lr_reduce': 0.6}",TPESampler,COMPLETE
980,0.887925386428833,2025-04-25 23:19:55.147757,2025-04-25 23:20:01.320122,0 days 00:00:06.172365,4,103,88,410.0,,,2,96,0.19765449156278941,0.003951342118359116,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_980_best_state.pt,"{'learning_rate': 0.003951342118359116, 'lr_reduce': 0.6}",TPESampler,COMPLETE
981,0.12519432604312897,2025-04-25 23:20:00.584521,2025-04-25 23:20:39.627438,0 days 00:00:39.042917,2,98,234,392.0,347.0,232.0,4,124,0.12472664677192986,0.003133681929518351,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_981_best_state.pt,"{'learning_rate': 0.003133681929518351, 'lr_reduce': 0.6}",TPESampler,COMPLETE
982,0.8863630294799805,2025-04-25 23:20:01.570740,2025-04-25 23:20:06.641618,0 days 00:00:05.070878,2,126,461,371.0,227.0,,3,73,0.15261007952548716,0.006634803329818051,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_982_best_state.pt,"{'learning_rate': 0.006634803329818051, 'lr_reduce': 0.6}",TPESampler,COMPLETE
983,0.7179089784622192,2025-04-25 23:20:06.935821,2025-04-25 23:20:13.746158,0 days 00:00:06.810337,1,102,430,382.0,216.0,202.0,4,74,0.17391300387259667,0.006247203825782911,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_983_best_state.pt,"{'learning_rate': 0.006247203825782911, 'lr_reduce': 0.6}",TPESampler,COMPLETE
984,0.7371142506599426,2025-04-25 23:20:13.978738,2025-04-25 23:20:22.901898,0 days 00:00:08.923160,1,123,388,366.0,348.0,244.0,4,77,0.17652957438776357,0.004767282311951869,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_984_best_state.pt,"{'learning_rate': 0.004767282311951869, 'lr_reduce': 0.6}",TPESampler,COMPLETE
985,0.18164457380771637,2025-04-25 23:20:14.527271,2025-04-25 23:20:52.799744,0 days 00:00:38.272473,1,117,109,189.0,196.0,150.0,4,110,0.22191987149549114,0.0005335100663081735,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_985_best_state.pt,"{'learning_rate': 0.0005335100663081735, 'lr_reduce': 0.6}",TPESampler,COMPLETE
986,0.17594769597053528,2025-04-25 23:20:23.170187,2025-04-25 23:20:52.100090,0 days 00:00:28.929903,1,108,338,209.0,354.0,261.0,4,76,0.11313869623706818,0.003488576358626618,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_986_best_state.pt,"{'learning_rate': 0.003488576358626618, 'lr_reduce': 0.6}",TPESampler,COMPLETE
987,0.8881718516349792,2025-04-25 23:20:39.908190,2025-04-25 23:20:44.922752,0 days 00:00:05.014562,4,123,282,421.0,259.0,207.0,4,127,0.2380615592373138,0.007883912670445069,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_987_best_state.pt,"{'learning_rate': 0.007883912670445069, 'lr_reduce': 0.6}",TPESampler,COMPLETE
988,0.16402257978916168,2025-04-25 23:20:45.175346,2025-04-25 23:21:25.326041,0 days 00:00:40.150695,1,106,196,195.0,301.0,,3,124,0.17177513264130212,0.0004690380529173313,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_988_best_state.pt,"{'learning_rate': 0.0004690380529173313, 'lr_reduce': 0.6}",TPESampler,COMPLETE
989,0.8911421895027161,2025-04-25 23:20:52.378186,2025-04-25 23:20:57.518223,0 days 00:00:05.140037,1,114,334,197.0,386.0,,3,78,0.12344269812272234,0.007684229133069044,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_989_best_state.pt,"{'learning_rate': 0.007684229133069044, 'lr_reduce': 0.6}",TPESampler,COMPLETE
990,0.13630223274230957,2025-04-25 23:20:53.147570,2025-04-25 23:21:25.325144,0 days 00:00:32.177574,1,108,361,189.0,263.0,260.0,4,83,0.10156038961063285,0.00731965970445128,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_990_best_state.pt,"{'learning_rate': 0.00731965970445128, 'lr_reduce': 0.6}",TPESampler,COMPLETE
991,0.8936008810997009,2025-04-25 23:20:57.776528,2025-04-25 23:21:03.306413,0 days 00:00:05.529885,2,94,380,385.0,,,2,126,0.12502558128906513,0.0017482657696830611,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_991_best_state.pt,"{'learning_rate': 0.0017482657696830611, 'lr_reduce': 0.6}",TPESampler,COMPLETE
992,0.8926308751106262,2025-04-25 23:21:03.551793,2025-04-25 23:21:08.268827,0 days 00:00:04.717034,4,73,283,,,,1,36,0.2344073200717637,0.00039836451456619115,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_992_best_state.pt,"{'learning_rate': 0.00039836451456619115, 'lr_reduce': 0.6}",TPESampler,COMPLETE
993,0.13664811849594116,2025-04-25 23:21:08.533848,2025-04-25 23:21:25.920570,0 days 00:00:17.386722,1,106,250,182.0,332.0,,3,117,0.1970165708024713,0.003594531479029514,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_993_best_state.pt,"{'learning_rate': 0.003594531479029514, 'lr_reduce': 0.6}",TPESampler,COMPLETE
994,0.142254039645195,2025-04-25 23:21:25.586786,2025-04-25 23:22:03.286886,0 days 00:00:37.700100,1,111,210,233.0,417.0,,3,117,0.17982390184480318,0.0014487602636433204,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_994_best_state.pt,"{'learning_rate': 0.0014487602636433204, 'lr_reduce': 0.6}",TPESampler,COMPLETE
995,0.13205356895923615,2025-04-25 23:21:25.652244,2025-04-25 23:21:51.124330,0 days 00:00:25.472086,1,82,337,234.0,420.0,151.0,4,74,0.12824393929791605,0.004342700596664542,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_995_best_state.pt,"{'learning_rate': 0.004342700596664542, 'lr_reduce': 0.6}",TPESampler,COMPLETE
996,0.8893555402755737,2025-04-25 23:21:26.450234,2025-04-25 23:21:31.501211,0 days 00:00:05.050977,1,90,436,175.0,,,2,101,0.22449384248713053,0.0011643787567543068,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_996_best_state.pt,"{'learning_rate': 0.0011643787567543068, 'lr_reduce': 0.6}",TPESampler,COMPLETE
997,0.899928092956543,2025-04-25 23:21:31.751728,2025-04-25 23:21:37.439937,0 days 00:00:05.688209,4,56,254,359.0,192.0,,3,126,0.24047873318687174,0.00010153658709473921,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_997_best_state.pt,"{'learning_rate': 0.00010153658709473921, 'lr_reduce': 0.6}",TPESampler,COMPLETE
998,0.11964534223079681,2025-04-25 23:21:37.683570,2025-04-25 23:22:16.257447,0 days 00:00:38.573877,1,102,210,93.0,326.0,284.0,4,99,0.15341093192900745,0.0005924352904363697,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_998_best_state.pt,"{'learning_rate': 0.0005924352904363697, 'lr_reduce': 0.6}",TPESampler,COMPLETE
999,0.8982842564582825,2025-04-25 23:21:51.399371,2025-04-25 23:21:55.621858,0 days 00:00:04.222487,2,44,148,190.0,278.0,,3,76,0.12425739731378335,0.00017013127048758842,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_999_best_state.pt,"{'learning_rate': 0.00017013127048758842, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1000,0.16096557676792145,2025-04-25 23:21:55.871326,2025-04-25 23:22:33.079659,0 days 00:00:37.208333,1,106,397,153.0,226.0,,3,89,0.14291865479061677,0.0009100791640760293,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1000_best_state.pt,"{'learning_rate': 0.0009100791640760293, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1001,0.1340884417295456,2025-04-25 23:22:03.543519,2025-04-25 23:22:34.045551,0 days 00:00:30.502032,2,65,206,233.0,,,2,104,0.08193347632699438,0.003302458697136559,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1001_best_state.pt,"{'learning_rate': 0.003302458697136559, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1002,0.13680538535118103,2025-04-25 23:22:16.527632,2025-04-25 23:22:58.491134,0 days 00:00:41.963502,1,97,351,103.0,359.0,,3,114,0.1510493690677143,0.0011879075114763743,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1002_best_state.pt,"{'learning_rate': 0.0011879075114763743, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1003,0.890417218208313,2025-04-25 23:22:33.318945,2025-04-25 23:22:38.755274,0 days 00:00:05.436329,2,99,456,158.0,283.0,,3,92,0.15642055365126364,0.00639605511466576,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1003_best_state.pt,"{'learning_rate': 0.00639605511466576, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1004,0.1651199609041214,2025-04-25 23:22:34.332671,2025-04-25 23:22:56.521036,0 days 00:00:22.188365,1,82,190,410.0,,,2,117,0.21859395291702793,0.004908724846369834,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1004_best_state.pt,"{'learning_rate': 0.004908724846369834, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1005,0.17159634828567505,2025-04-25 23:22:39.126513,2025-04-25 23:23:18.607044,0 days 00:00:39.480531,1,79,249,94.0,,,2,100,0.1113063119947611,0.00036813621891441397,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1005_best_state.pt,"{'learning_rate': 0.00036813621891441397, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1006,0.1257731169462204,2025-04-25 23:22:56.813313,2025-04-25 23:23:17.738521,0 days 00:00:20.925208,1,95,377,201.0,204.0,205.0,4,71,0.10267442571333638,0.004380639720556703,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1006_best_state.pt,"{'learning_rate': 0.004380639720556703, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1007,0.8945437669754028,2025-04-25 23:22:58.764512,2025-04-25 23:23:03.461331,0 days 00:00:04.696819,1,70,256,136.0,,,2,123,0.13681006597153672,0.005104995034266955,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1007_best_state.pt,"{'learning_rate': 0.005104995034266955, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1008,0.8945448994636536,2025-04-25 23:23:03.874802,2025-04-25 23:23:08.797946,0 days 00:00:04.923144,2,84,291,171.0,335.0,,3,103,0.1292666579649506,0.0012787703232474074,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1008_best_state.pt,"{'learning_rate': 0.0012787703232474074, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1009,0.4343809485435486,2025-04-25 23:23:09.067615,2025-04-25 23:23:19.762241,0 days 00:00:10.694626,1,80,341,222.0,383.0,287.0,4,91,0.23284494741662606,0.008076359678861358,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1009_best_state.pt,"{'learning_rate': 0.008076359678861358, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1010,0.42222860455513,2025-04-25 23:23:18.001051,2025-04-25 23:23:27.205333,0 days 00:00:09.204282,1,64,71,353.0,305.0,239.0,4,122,0.05501348377419442,0.005995009258803545,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1010_best_state.pt,"{'learning_rate': 0.005995009258803545, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1011,0.8961613774299622,2025-04-25 23:23:18.864475,2025-04-25 23:23:23.771313,0 days 00:00:04.906838,4,45,499,98.0,182.0,,3,121,0.17604523766723126,0.0007737117047006863,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1011_best_state.pt,"{'learning_rate': 0.0007737117047006863, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1012,0.8967185616493225,2025-04-25 23:23:20.030618,2025-04-25 23:23:24.915778,0 days 00:00:04.885160,2,46,447,143.0,255.0,,3,65,0.18112451116631628,0.0003867254181494224,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1012_best_state.pt,"{'learning_rate': 0.0003867254181494224, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1013,0.16161246597766876,2025-04-25 23:23:24.032915,2025-04-25 23:23:41.968810,0 days 00:00:17.935895,2,53,187,,,,1,122,0.22079416768552595,0.0066544835669314975,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1013_best_state.pt,"{'learning_rate': 0.0066544835669314975, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1014,0.8920696377754211,2025-04-25 23:23:25.179083,2025-04-25 23:23:29.936626,0 days 00:00:04.757543,1,96,451,246.0,356.0,154.0,4,94,0.16709704890461216,0.005911994486816826,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1014_best_state.pt,"{'learning_rate': 0.005911994486816826, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1015,0.8958746790885925,2025-04-25 23:23:27.442365,2025-04-25 23:23:32.097627,0 days 00:00:04.655262,2,97,215,184.0,440.0,,3,127,0.16317347494801493,0.0019466198078046451,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1015_best_state.pt,"{'learning_rate': 0.0019466198078046451, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1016,0.516453742980957,2025-04-25 23:23:30.193411,2025-04-25 23:23:37.295947,0 days 00:00:07.102536,1,102,393,107.0,293.0,222.0,4,84,0.15320415099748913,0.002752691727729363,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1016_best_state.pt,"{'learning_rate': 0.002752691727729363, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1017,0.14288754761219025,2025-04-25 23:23:32.318110,2025-04-25 23:23:58.530296,0 days 00:00:26.212186,1,79,334,143.0,175.0,312.0,4,111,0.21216225053832732,0.0009352788718838799,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1017_best_state.pt,"{'learning_rate': 0.0009352788718838799, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1018,0.10585574060678482,2025-04-25 23:23:37.610868,2025-04-25 23:24:13.101048,0 days 00:00:35.490180,1,102,353,216.0,329.0,302.0,4,90,0.13101006207005383,0.008061052966156728,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1018_best_state.pt,"{'learning_rate': 0.008061052966156728, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1019,0.8957843780517578,2025-04-25 23:23:42.212410,2025-04-25 23:23:47.028068,0 days 00:00:04.815658,4,36,128,64.0,238.0,120.0,4,65,0.15360974815246753,0.0006937077463121912,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1019_best_state.pt,"{'learning_rate': 0.0006937077463121912, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1020,0.1037631630897522,2025-04-25 23:23:47.285575,2025-04-25 23:24:17.844062,0 days 00:00:30.558487,1,99,341,139.0,,,2,113,0.16269218053757806,0.0015725458041722254,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1020_best_state.pt,"{'learning_rate': 0.0015725458041722254, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1021,0.17035634815692902,2025-04-25 23:23:58.820496,2025-04-25 23:24:34.933174,0 days 00:00:36.112678,1,118,305,249.0,,,2,95,0.23657922257107894,0.0011777878546809315,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1021_best_state.pt,"{'learning_rate': 0.0011777878546809315, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1022,0.2503504753112793,2025-04-25 23:24:13.391876,2025-04-25 23:24:27.321286,0 days 00:00:13.929410,1,109,173,346.0,385.0,,3,96,0.14680349461597367,0.000624710323055376,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1022_best_state.pt,"{'learning_rate': 0.000624710323055376, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1023,0.899799644947052,2025-04-25 23:24:18.186718,2025-04-25 23:24:23.051797,0 days 00:00:04.865079,4,61,89,180.0,300.0,,3,60,0.031192590554370347,0.00026315309275388456,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1023_best_state.pt,"{'learning_rate': 0.00026315309275388456, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1024,0.8955286145210266,2025-04-25 23:24:23.267744,2025-04-25 23:24:28.205611,0 days 00:00:04.937867,1,99,113,92.0,346.0,,3,101,0.1894477075766814,0.0006320291222401698,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1024_best_state.pt,"{'learning_rate': 0.0006320291222401698, 'lr_reduce': 0.6}",TPESampler,COMPLETE
1025,0.8946272730827332,2025-04-25 23:24:27.595436,2025-04-25 23:24:32.848058,0 days 00:00:05.252622,4,48,434,132.0,,,2,34,0.021314455416423433,0.0011146572977709316,0.6,/work3/arnaou/checkpoints/megnet_Omega_trial_1025_best_state.pt,"{'learning_rate': 0.0011146572977709316, 'lr_reduce': 0.6}",TPESampler,COMPLETE
