number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
100,0.15327797259947878,2025-04-24 21:03:01.912096,2025-04-24 21:03:04.133909,0 days 00:00:02.221813,6.878038969554401,0.02001725783405435,0.34772307291399707,linear,TPESampler,COMPLETE
101,0.16298235315828863,2025-04-24 21:03:04.309066,2025-04-24 21:03:10.525802,0 days 00:00:06.216736,37.78912074191395,0.05936877889716899,0.006328808700397154,linear,TPESampler,COMPLETE
102,0.1499980793452004,2025-04-24 21:03:10.711007,2025-04-24 21:03:38.450870,0 days 00:00:27.739863,93.138896308608,0.02170326730290212,0.004202260773177426,linear,TPESampler,COMPLETE
103,0.5331571469469851,2025-04-24 21:03:38.630045,2025-04-24 21:03:39.136777,0 days 00:00:00.506732,45.07227828055084,0.09039739290173629,0.07692265443731022,rbf,TPESampler,COMPLETE
104,0.16475538771026374,2025-04-24 21:03:39.317708,2025-04-24 21:03:44.093328,0 days 00:00:04.775620,94.00624264076505,0.08651726910002208,0.005080128974833391,linear,TPESampler,COMPLETE
105,50.084673700717005,2025-04-24 21:03:44.313075,2025-04-24 21:03:44.836703,0 days 00:00:00.523628,63.5236783009697,0.015538214205580164,0.0035261259894261506,sigmoid,TPESampler,COMPLETE
106,0.1556659304135539,2025-04-24 21:03:45.023900,2025-04-24 21:03:52.100600,0 days 00:00:07.076700,23.328008231897368,0.0026639536514486994,0.012574464433876146,linear,TPESampler,COMPLETE
107,0.1492799198474689,2025-04-24 21:03:52.271964,2025-04-24 21:03:57.265303,0 days 00:00:04.993339,28.27584493517134,0.03433800948531758,0.19244001906551386,linear,TPESampler,COMPLETE
108,0.5153535220408662,2025-04-24 21:03:57.693782,2025-04-24 21:05:10.026754,0 days 00:01:12.332972,10.927011343522615,0.10719688189727827,0.13506520452901552,poly,TPESampler,COMPLETE
109,0.15221825952600065,2025-04-24 21:04:39.603343,2025-04-24 21:04:41.852245,0 days 00:00:02.248902,7.429737842619313,0.029959978963192094,0.10750228215804053,linear,TPESampler,COMPLETE
110,0.15456915323691303,2025-04-24 21:04:42.037187,2025-04-24 21:05:18.684713,0 days 00:00:36.647526,90.67318977738461,0.012308627950519773,0.16132929949450509,linear,TPESampler,COMPLETE
111,0.15026751358419194,2025-04-24 21:05:10.211981,2025-04-24 21:05:14.392387,0 days 00:00:04.180406,17.071536306715025,0.021694337942386236,0.6628706446264245,linear,TPESampler,COMPLETE
112,0.14971283477946232,2025-04-24 21:05:14.674027,2025-04-24 21:05:35.250186,0 days 00:00:20.576159,74.51369880216964,0.024048838652244133,0.0018956607480346687,linear,TPESampler,COMPLETE
113,1.379487417047992,2025-04-24 21:05:18.858970,2025-04-24 21:05:19.357761,0 days 00:00:00.498791,0.024900321884177724,0.6295047533386564,0.0002802521867680785,sigmoid,TPESampler,COMPLETE
114,0.1485284937573482,2025-04-24 21:05:19.633085,2025-04-24 21:05:32.837576,0 days 00:00:13.204491,77.35259063575566,0.03297632585897073,0.01606625699079841,linear,TPESampler,COMPLETE
115,0.15111818589778583,2025-04-24 21:05:33.026501,2025-04-24 21:06:03.415093,0 days 00:00:30.388592,90.61257632555377,0.017829233888092034,0.0047745299834838035,linear,TPESampler,COMPLETE
116,0.14968593179607864,2025-04-24 21:05:35.427109,2025-04-24 21:05:42.736635,0 days 00:00:07.309526,44.79409912893258,0.025748217608082057,0.004812350062590418,linear,TPESampler,COMPLETE
117,0.15760039506931686,2025-04-24 21:05:42.947815,2025-04-24 21:05:45.967950,0 days 00:00:03.020135,13.394511583728027,0.04840635967876312,0.1275642706307104,linear,TPESampler,COMPLETE
118,0.15669165739291235,2025-04-24 21:05:46.150147,2025-04-24 21:05:49.735994,0 days 00:00:03.585847,10.96672792601653,0.01517415533372657,0.006166091697528218,linear,TPESampler,COMPLETE
119,0.16273052901031243,2025-04-24 21:05:49.917015,2025-04-24 21:05:56.830254,0 days 00:00:06.913239,54.96880863859055,0.05754653744721425,0.13786467407665892,linear,TPESampler,COMPLETE
120,1.3724653693084081,2025-04-24 21:05:57.027077,2025-04-24 21:05:57.647043,0 days 00:00:00.619966,0.0017075942339007857,0.001008434254051422,0.012295474587412255,rbf,TPESampler,COMPLETE
121,0.40960681713713626,2025-04-24 21:05:57.844299,2025-04-24 21:05:58.517036,0 days 00:00:00.672737,0.37870604751534,0.004598007391533547,0.0634010265510472,poly,TPESampler,COMPLETE
122,0.4422490790727554,2025-04-24 21:05:58.714454,2025-04-24 21:05:59.226572,0 days 00:00:00.512118,0.004022205878351839,0.07383515609246227,0.01195550020912276,linear,TPESampler,COMPLETE
123,0.1499295109791358,2025-04-24 21:05:59.407176,2025-04-24 21:06:07.318449,0 days 00:00:07.911273,30.208223257281357,0.029498823812536767,0.0033452417300296544,linear,TPESampler,COMPLETE
124,0.15084389237257,2025-04-24 21:06:03.600809,2025-04-24 21:06:17.539539,0 days 00:00:13.938730,94.8125517502698,0.03854723862745155,0.011412217016422432,linear,TPESampler,COMPLETE
125,0.4405172142279212,2025-04-24 21:06:07.586536,2025-04-24 21:06:08.120221,0 days 00:00:00.533685,28.337066754536202,0.6149129616953122,0.3370371907759329,linear,TPESampler,COMPLETE
126,0.14984420298587353,2025-04-24 21:06:08.298372,2025-04-24 21:06:15.125436,0 days 00:00:06.827064,26.047176043456492,0.022009861105852502,0.005009639940376718,linear,TPESampler,COMPLETE
