number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_subsample,system_attrs_auto:sampler,state
79,0.27074694946001193,2025-04-24 21:36:23.294339,2025-04-24 21:36:27.314069,0 days 00:00:04.019730,0.0954094986828439,5,sqrt,1,6,1395,0.8607802795353551,TPESampler,COMPLETE
80,0.3079125413033202,2025-04-24 21:36:23.340736,2025-04-24 21:36:27.318256,0 days 00:00:03.977520,0.04223344745594758,4,sqrt,4,4,1456,0.7645356418629101,TPESampler,COMPLETE
81,0.31464758063888376,2025-04-24 21:36:27.448444,2025-04-24 21:36:30.951739,0 days 00:00:03.503295,0.06647802362459419,5,sqrt,4,9,1378,0.7269389485892335,TPESampler,COMPLETE
82,0.30240582382521897,2025-04-24 21:36:27.495973,2025-04-24 21:36:31.097767,0 days 00:00:03.601794,0.07468037526192176,5,sqrt,3,10,1409,0.6792934417549998,TPESampler,COMPLETE
83,0.35319468444865587,2025-04-24 21:36:28.944740,2025-04-24 21:36:32.666327,0 days 00:00:03.721587,0.01582759708294537,3,,1,19,992,0.9693826038094471,TPESampler,COMPLETE
84,0.5406422545616179,2025-04-24 21:36:31.138750,2025-04-24 21:36:34.771157,0 days 00:00:03.632407,0.02220527509208167,9,log2,5,2,1435,0.8475753318551981,TPESampler,COMPLETE
85,0.30067193759548144,2025-04-24 21:36:31.327567,2025-04-24 21:36:35.493179,0 days 00:00:04.165612,0.09266124351499166,4,sqrt,3,13,1417,0.7624370312223386,TPESampler,COMPLETE
86,0.26399743697068134,2025-04-24 21:36:32.861377,2025-04-24 21:36:36.363421,0 days 00:00:03.502044,0.0519463426863595,4,sqrt,1,8,1402,0.7909444638784482,TPESampler,COMPLETE
87,0.3087199231494199,2025-04-24 21:36:34.978280,2025-04-24 21:36:40.486476,0 days 00:00:05.508196,0.04723600754363846,5,,3,18,1483,0.7280045858211291,TPESampler,COMPLETE
88,0.2728225640063058,2025-04-24 21:36:35.689343,2025-04-24 21:36:38.941006,0 days 00:00:03.251663,0.06635970852609097,6,sqrt,1,14,1336,0.7320333715367773,TPESampler,COMPLETE
89,0.2859334407014901,2025-04-24 21:36:36.693766,2025-04-24 21:36:39.470037,0 days 00:00:02.776271,0.051577434655922516,3,sqrt,2,9,1125,0.7886988715525,TPESampler,COMPLETE
90,0.2907577272408794,2025-04-24 21:36:39.142418,2025-04-24 21:36:44.949208,0 days 00:00:05.806790,0.05192731322299102,9,,1,20,1086,0.8275168790689595,TPESampler,COMPLETE
91,0.30651517058725414,2025-04-24 21:36:39.631728,2025-04-24 21:36:41.524365,0 days 00:00:01.892637,0.03654789673648487,4,sqrt,1,4,988,0.9573595578454502,TPESampler,COMPLETE
92,0.2664104138936543,2025-04-24 21:36:40.661232,2025-04-24 21:36:43.555435,0 days 00:00:02.894203,0.08697928591417972,3,sqrt,1,4,1433,0.733320924832736,TPESampler,COMPLETE
93,0.2550645208169906,2025-04-24 21:36:41.728338,2025-04-24 21:36:44.993751,0 days 00:00:03.265413,0.08565060649987719,6,sqrt,1,13,1468,0.7319117313954415,TPESampler,COMPLETE
94,0.23798266655994155,2025-04-24 21:36:43.744828,2025-04-24 21:36:46.749645,0 days 00:00:03.004817,0.09918105260786747,4,sqrt,1,7,1427,0.7043896015858603,TPESampler,COMPLETE
95,0.3673800991150453,2025-04-24 21:36:45.101778,2025-04-24 21:36:51.169008,0 days 00:00:06.067230,0.09158262488075226,7,,2,19,1444,0.6001313435048916,TPESampler,COMPLETE
96,0.3676726603195805,2025-04-24 21:36:45.150847,2025-04-24 21:36:47.966826,0 days 00:00:02.815979,0.03715643401280958,4,log2,3,7,1313,0.7417256713086863,TPESampler,COMPLETE
97,0.29558474157649245,2025-04-24 21:36:46.901540,2025-04-24 21:36:49.821266,0 days 00:00:02.919726,0.0992566478022675,3,sqrt,1,9,1431,0.7593559248012594,TPESampler,COMPLETE
98,0.2830794343396618,2025-04-24 21:36:48.142499,2025-04-24 21:36:51.251283,0 days 00:00:03.108784,0.03883541922875771,4,sqrt,2,10,1474,0.8259450149197007,TPESampler,COMPLETE
