number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_auto:sampler,state
112,0.4026714069856485,2025-04-24 21:38:09.048568,2025-04-24 21:38:13.903856,0 days 00:00:04.855288,True,squared_error,50,,2,2,880,TPESampler,COMPLETE
113,0.4022595238614904,2025-04-24 21:38:09.233491,2025-04-24 21:38:14.496356,0 days 00:00:05.262865,True,squared_error,48,,2,2,962,TPESampler,COMPLETE
114,1.2704850255723397,2025-04-24 21:38:10.688689,2025-04-24 21:38:16.848848,0 days 00:00:06.160159,False,absolute_error,27,log2,2,15,909,TPESampler,COMPLETE
115,0.84779690014399,2025-04-24 21:38:14.095687,2025-04-24 21:38:16.540379,0 days 00:00:02.444692,True,squared_error,48,sqrt,2,2,933,TPESampler,COMPLETE
116,0.4022832800052251,2025-04-24 21:38:15.050644,2025-04-24 21:38:20.755923,0 days 00:00:05.705279,True,squared_error,47,,2,3,994,TPESampler,COMPLETE
117,1.3243816494622427,2025-04-24 21:38:16.714528,2025-04-24 21:38:18.679588,0 days 00:00:01.965060,True,squared_error,47,log2,6,2,839,TPESampler,COMPLETE
118,0.9364164653488228,2025-04-24 21:38:17.008413,2025-04-24 21:38:29.087821,0 days 00:00:12.079408,True,absolute_error,24,sqrt,1,34,951,TPESampler,COMPLETE
119,1.273040458599331,2025-04-24 21:38:18.848870,2025-04-24 21:38:20.338965,0 days 00:00:01.490095,False,absolute_error,9,sqrt,6,26,243,TPESampler,COMPLETE
120,0.43068573871947385,2025-04-24 21:38:20.505684,2025-04-24 21:38:54.930733,0 days 00:00:34.425049,True,absolute_error,35,,1,2,435,TPESampler,COMPLETE
121,0.4022324925345733,2025-04-24 21:38:20.916283,2025-04-24 21:38:25.588498,0 days 00:00:04.672215,True,squared_error,47,,2,3,989,TPESampler,COMPLETE
122,0.4165119353507597,2025-04-24 21:38:25.753183,2025-04-24 21:38:30.176899,0 days 00:00:04.423716,True,squared_error,47,,3,4,997,TPESampler,COMPLETE
123,0.4022828135384401,2025-04-24 21:38:29.271163,2025-04-24 21:38:34.121869,0 days 00:00:04.850706,True,squared_error,46,,2,3,984,TPESampler,COMPLETE
124,0.4026234296805454,2025-04-24 21:38:30.351427,2025-04-24 21:38:34.612091,0 days 00:00:04.260664,True,squared_error,49,,2,2,902,TPESampler,COMPLETE
125,0.40881866520866456,2025-04-24 21:38:34.292210,2025-04-24 21:38:39.400399,0 days 00:00:05.108189,True,squared_error,40,,1,7,963,TPESampler,COMPLETE
126,0.4027394930179356,2025-04-24 21:38:34.768989,2025-04-24 21:39:19.302386,0 days 00:00:44.533397,True,absolute_error,37,,2,2,965,TPESampler,COMPLETE
127,0.4023745103445129,2025-04-24 21:38:39.560612,2025-04-24 21:38:44.179486,0 days 00:00:04.618874,True,squared_error,48,,2,2,998,TPESampler,COMPLETE
128,1.3651069515085401,2025-04-24 21:38:44.368986,2025-04-24 21:38:45.493793,0 days 00:00:01.124807,True,absolute_error,29,sqrt,14,15,465,TPESampler,COMPLETE
129,0.5484305175412846,2025-04-24 21:38:45.656150,2025-04-24 21:39:03.924692,0 days 00:00:18.268542,True,absolute_error,49,sqrt,1,2,951,TPESampler,COMPLETE
130,1.3850682137211248,2025-04-24 21:38:55.092331,2025-04-24 21:38:56.219012,0 days 00:00:01.126681,True,absolute_error,47,log2,6,16,426,TPESampler,COMPLETE
131,0.4023780983546472,2025-04-24 21:38:56.383388,2025-04-24 21:39:00.869424,0 days 00:00:04.486036,True,squared_error,50,,2,3,960,TPESampler,COMPLETE
132,1.3030387588530932,2025-04-24 21:39:01.031532,2025-04-24 21:39:01.694044,0 days 00:00:00.662512,True,squared_error,37,sqrt,12,11,141,TPESampler,COMPLETE
133,0.7108544830248985,2025-04-24 21:39:01.858819,2025-04-24 21:39:02.725753,0 days 00:00:00.866934,False,squared_error,49,,6,46,101,TPESampler,COMPLETE
134,0.4163606654103958,2025-04-24 21:39:02.889879,2025-04-24 21:39:07.266018,0 days 00:00:04.376139,True,squared_error,44,,3,2,973,TPESampler,COMPLETE
135,0.4228571447268725,2025-04-24 21:39:04.093536,2025-04-24 21:39:10.748764,0 days 00:00:06.655228,True,squared_error,46,,1,2,997,TPESampler,COMPLETE
136,0.4027371660435327,2025-04-24 21:39:07.441460,2025-04-24 21:39:11.964592,0 days 00:00:04.523132,True,squared_error,44,,2,5,969,TPESampler,COMPLETE
137,0.8890313219268776,2025-04-24 21:39:10.907821,2025-04-24 21:39:11.754332,0 days 00:00:00.846511,False,squared_error,21,sqrt,2,29,263,TPESampler,COMPLETE
138,0.4021761942590767,2025-04-24 21:39:11.916713,2025-04-24 21:39:16.796499,0 days 00:00:04.879786,True,squared_error,39,,2,2,979,TPESampler,COMPLETE
139,0.4081069473978215,2025-04-24 21:39:12.177173,2025-04-24 21:39:18.372064,0 days 00:00:06.194891,True,squared_error,46,,1,4,999,TPESampler,COMPLETE
140,0.4022828135384401,2025-04-24 21:39:16.953544,2025-04-24 21:39:21.831465,0 days 00:00:04.877921,True,squared_error,45,,2,2,984,TPESampler,COMPLETE
141,0.6273406102972364,2025-04-24 21:39:18.546026,2025-04-24 21:39:25.293719,0 days 00:00:06.747693,False,absolute_error,8,,8,3,225,TPESampler,COMPLETE
142,0.9545640972937349,2025-04-24 21:39:19.473300,2025-04-24 21:39:22.331708,0 days 00:00:02.858408,True,absolute_error,39,log2,1,19,251,TPESampler,COMPLETE
143,0.8709353827224421,2025-04-24 21:39:21.998183,2025-04-24 21:39:24.362476,0 days 00:00:02.364293,True,squared_error,36,sqrt,2,9,993,TPESampler,COMPLETE
144,0.40218194661575374,2025-04-24 21:39:22.775280,2025-04-24 21:39:28.016338,0 days 00:00:05.241058,True,squared_error,35,,2,3,985,TPESampler,COMPLETE
145,0.4815031632232093,2025-04-24 21:39:24.549597,2025-04-24 21:39:38.659079,0 days 00:00:14.109482,True,absolute_error,8,,4,3,613,TPESampler,COMPLETE
146,0.40218194661575374,2025-04-24 21:39:25.466232,2025-04-24 21:39:30.294580,0 days 00:00:04.828348,True,squared_error,46,,2,2,985,TPESampler,COMPLETE
147,0.8531085578269336,2025-04-24 21:39:28.180680,2025-04-24 21:39:35.715999,0 days 00:00:07.535319,True,absolute_error,18,sqrt,1,3,628,TPESampler,COMPLETE
148,1.234426473002358,2025-04-24 21:39:30.457651,2025-04-24 21:39:31.082601,0 days 00:00:00.624950,False,squared_error,11,sqrt,10,4,143,TPESampler,COMPLETE
149,0.4021878060183394,2025-04-24 21:39:31.251600,2025-04-24 21:39:35.770437,0 days 00:00:04.518837,True,squared_error,37,,2,2,975,TPESampler,COMPLETE
150,1.3460564243010111,2025-04-24 21:39:35.848218,2025-04-24 21:39:37.315615,0 days 00:00:01.467397,True,squared_error,34,log2,10,32,399,TPESampler,COMPLETE
151,0.40252168972386265,2025-04-24 21:39:35.911159,2025-04-24 21:39:41.513549,0 days 00:00:05.602390,True,squared_error,32,,2,3,909,TPESampler,COMPLETE
152,1.387676436537444,2025-04-24 21:39:37.487042,2025-04-24 21:39:39.802138,0 days 00:00:02.315096,False,absolute_error,43,log2,9,14,992,TPESampler,COMPLETE
153,0.41534850270494345,2025-04-24 21:39:38.842135,2025-04-24 21:40:18.827611,0 days 00:00:39.985476,True,absolute_error,49,,2,7,971,TPESampler,COMPLETE
154,0.7273421618171843,2025-04-24 21:39:39.968385,2025-04-24 21:39:40.995989,0 days 00:00:01.027604,False,squared_error,6,,1,41,177,TPESampler,COMPLETE
155,0.40231062236494014,2025-04-24 21:39:41.166241,2025-04-24 21:39:45.930404,0 days 00:00:04.764163,True,squared_error,37,,2,2,943,TPESampler,COMPLETE
